TimeGenerated,EventID,Computer,Provider,Channel,RecordID,Level,AADDomainJoin,ADDomainJoin,AccountName,AdapterName,AdaptiveTargetState,AddServiceStatus,AdditionalInfo,Address,AddressLength,AttemptedRecoveryEnforcementSucceeded,BackupPath,Binary,BitlockerUserInputTime,BootId,BootMenuPolicy,BootMode,BootStatusPolicy,BootStlEnforced,BootType,BucketConfidenceLevel,BucketId,BufferFlushNeeded,BuildArch,BuildBranch,BuildNumber,BuildVersion,CacheFlushNeeded,CacheFlushSupported,CallerProcessId,CallerProcessImageName,ChannelPath,ClientPID,ClientProcessId,ClientProcessStartKey,CmosTime,Command line,ComputerName,Config,CorruptionActionState,CountNew,CountOld,CurrentBias,CurrentStratumNumber,CurrentTimeZoneID,DCName,Data_text,Data_text_0,Data_text_1,Data_text_2,Data_text_3,Data_text_4,Data_text_5,Data_text_6,Date,Debug,Default SD String:,DeviceAttributes,DeviceInstanceID,DeviceName,DeviceNameLength,DeviceObject,DeviceTime,DeviceVersionMajor,DeviceVersionMinor,DirtyPages,DisabledLoadOption,DomainController,DomainPeer,DriveName,DriverFileName,DueTime,DwordVal,EfiDaylightFlags,EfiTime,EfiTimeZoneBias,EnableDisableReason,Enabled,EnabledFeatures,EnabledNew,EntryCount,ErrorCode,ErrorMessage,ErrorPhase,ErrorString,Errorcode,ExecutablePath,ExitReason,FailureReason,FileStartTime,FinalStatus,FirstRefresh,Flags,GracePeriod,Group,GroupName,HRESULT,HResult,HalRtcErrorCode,HardwareChecks,HardwareEnabled,HardwarePresent,HiveName,HiveNameLength,IdleImplementation,IdleStateCount,IfGuid,IfIndex,IfLuid,ImageName,ImagePath,InternalBootFlags,InternalInfo,IsAutoEnabled,IsLicensed,IsSoftBoot,IsTestConfig,IsUnattended,KeysUpdated,LastBootGood,LastBootId,LastShutdownGood,LoadOptions,LoaderTime,LocalStatus,LookupType,MajorVersion,MaximumPerformancePercent,MdClearSupported,MinimumPasswordLength,MinimumPasswordLengthAudit,MinimumPerformancePercent,MinimumThrottlePercent,MiniportEventEnum,MinorVersion,MonitorReason,Name,NewLatchTimerNeeded,NewLatchTimerWaitingSystemUpdateCompletion,NewNicIPv4RscEnabled,NewNicIPv6RscEnabled,NewPortRscEnabled,NewSchemeGuid,NewSize,NewTime,NewTimerNeeded,NewTimerWaitingUpdateCompletion,NextSessionId,NextSessionType,NextUpdate,NicFName,NicFNameLen,NicInstanceId,NicName,NicNameLen,NominalFrequency,NormalProcessId,NotAffectedAtom,NotAffectedMdsNo,NotAffectedRdclNo,Number,NumberOfGroupPolicyObjects,OCSPResponderURL,OSEditionID,OSName,OSbuildversion,OSmajorversion,OSminorversion,OSservicepackName,OSservicepackmajorversion,OSservicepackminorversion,Official,OldNicIPv4RscEnabled,OldNicIPv6RscEnabled,OldPortRscEnabled,OldSchemeGuid,OldTime,Operation,OriginalSize,OwnerService,Parent Process 1,Parent Process 10,Parent Process 2,Parent Process 3,Parent Process 4,Parent Process 5,Parent Process 6,Parent Process 7,Parent Process 8,Parent Process 9,ParentHypervisorFlushes,PerformanceImplementation,Phase,Policy,PolicyFileExists,PortFName,PortFNameLen,PortName,PortNameLen,PowerStateAc,PreviousEnergyCapacityAtEnd,PreviousEnergyCapacityAtStart,PreviousFullEnergyCapacityAtEnd,PreviousFullEnergyCapacityAtStart,PreviousLatchTimerExistsButDisabled,PreviousSessionDurationInUs,PreviousSessionId,PreviousSessionType,PreviousTimerExists,PreviousTimerExistsButDisabled,PreviousTimerStartTime,PrimaryService,Problems,ProcessID,ProcessId,ProcessName,ProcessPath,ProcessPid,ProcessingMode,ProcessingTimeInMilliseconds,PublisherGuid,QfeVersion,QueryName,RealTimeIsUniversal,Reason,Reboot Reason,RelaxMinimumPasswordLengthLimits,ReserveStatus,RetryMinutes,RscStateModifiedReason,SchedulerType,ServiceName,ServiceType,ServiceVersion,ShutdownActionType,ShutdownEventCode,ShutdownReason,Sid,SmtEnabled,StartTime,StartType,State,Status,StopTime,SubjectDomainName,SubjectUserName,Success,SupportInfo1,SupportInfo2,SupportedFeatures,SwitchFName,SwitchFNameLen,SwitchName,SwitchNameLen,SystemInCmosMode,SystemTime,TSId,ThisUpdate,Time,TimeDeltaInMs,TimeRemainingToSetLocalClockFreeRunningSeconds,TimeSource,TimeSourceRefId,TimeZoneBias,TimeZoneInfoCacheUpdated,TrustName,TrustletIdentity,UnsynchronizedTimeSeconds,UpdateReason,UpdateService,UpdateType,Url,UrlGroupId,UserSid,VMId,VMIdLen,VMName,VMNameLen,VsmPolicy,attributes_Name,attributes_xmlns,error,errorCode,param1,param10,param11,param2,param3,param4,param5,param6,param7,param8,param9,serviceGuid,spn1,spn2,updateGuid,updateRevisionNumber,updateTitle,win32Error
2026-05-20T22:28:30.789679Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.darkzero.htb,Service Control Manager,System,5429,4,,,,,,,,,,,,7300700070007300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software Protection,,,stopped,,,,,,,,,,,,,,
2026-05-20T22:28:54.828113Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.darkzero.htb,Service Control Manager,System,5430,4,,,,,,,,,,,,76006D007600730073002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vmvss,,,stopped,,,,,,,,,,,,,,
2026-05-20T22:28:54.949743Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.darkzero.htb,Service Control Manager,System,5431,4,,,,,,,,,,,,5600530053002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Volume Shadow Copy,,,stopped,,,,,,,,,,,,,,
2026-05-20T22:29:01.757889Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.darkzero.htb,Service Control Manager,System,5432,4,,,,,,,,,,,,57006100610053004D0065006400690063005300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WaaSMedicSvc,,,stopped,,,,,,,,,,,,,,
2026-05-20T22:29:41.356371Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.darkzero.htb,Service Control Manager,System,5433,4,,,,,,,,,,,,57006100610053004D0065006400690063005300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WaaSMedicSvc,,,running,,,,,,,,,,,,,,
2026-05-20T22:30:15.918961Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7040}",DC01.darkzero.htb,Service Control Manager,System,5434,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Background Intelligent Transfer Service,,,auto start,demand start,BITS,,,,,,,,,,,,
2026-05-20T22:30:16.028608Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.darkzero.htb,Service Control Manager,System,5435,4,,,,,,,,,,,,42004900540053002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Background Intelligent Transfer Service,,,stopped,,,,,,,,,,,,,,
2026-05-20T22:30:40.371733Z,36928,DC01.darkzero.htb,Schannel,System,5436,2,,,,,,,,,,,,3082073830820520A00302010202134000000002A4884434552130F4000000000002300D06092A864886F70D01010B0500304A31133011060A0992268993F22C640119160368746231183016060A0992268993F22C64011916086461726B7A65726F31193017060355040313106461726B7A65726F2D444330312D4341301E170D3236303430363039303035365A170D3237303430363039303035365A301C311A301806035504031311444330312E6461726B7A65726F2E68746230820122300D06092A864886F70D01010105000382010F003082010A0282010100B8382478F5B05445C7BD4948E5A4CF3A310252D4839B46B1D1F83AAC72E3EDFA10B56B044CA60C41BC3AE0FAC4B9EBFCB975DF65F56331913F9710F1B11590001D949E1E1594E77974C86C2055C037C051F6BBF695564B5664102F7D11E6CE58477DA56A99B7C0152BDC6BABD6F790D2A6B48198906D7A924F483D7546D5C607E9724794F0499A82CCD57B4D7EA5B6985855BA6DB5991F2A6798ED80DC360E95E234123C107E2C50DDF74FF0B370B3D32885562B403C8A0260FF4D965F9E4F30858F20B86BF1DA424C2F5EB13EBF2AE2FE09A6B511046DE3C263974736D42D6A4366A889D92CF0442190804BCCEE67E37206D56F3D8D403331929EE802EA20090203010001A38203433082033F302F06092B060104018237140204221E200044006F006D00610069006E0043006F006E00740072006F006C006C00650072301D0603551D250416301406082B0601050507030206082B06010505070301300E0603551D0F0101FF0404030205A0307806092A864886F70D01090F046B3069300E06082A864886F70D030202020080300E06082A864886F70D030402020080300B060960864801650304012A300B060960864801650304012D300B0609608648016503040102300B0609608648016503040105300706052B0E030207300A06082A864886F70D0307301D0603551D0E0416041438F9F48EC21480D76C2E5A27CF94AA616C02FA0B301F0603551D230418301680147CBCABE3A1A7062DD2CB76F4FD67B6A8CE5F101A3081CC0603551D1F0481C43081C13081BEA081BBA081B88681B56C6461703A2F2F2F434E3D6461726B7A65726F2D444330312D43412C434E3D444330312C434E3D4344502C434E3D5075626C69632532304B657925323053657276696365732C434E3D53657276696365732C434E3D436F6E66696775726174696F6E2C44433D6461726B7A65726F2C44433D6874623F63657274696669636174655265766F636174696F6E4C6973743F626173653F6F626A656374436C6173733D63524C446973747269627574696F6E506F696E743081C306082B060105050701010481B63081B33081B006082B060105050730028681A36C6461703A2F2F2F434E3D6461726B7A65726F2D444330312D43412C434E3D4149412C434E3D5075626C69632532304B657925323053657276696365732C434E3D53657276696365732C434E3D436F6E66696775726174696F6E2C44433D6461726B7A65726F2C44433D6874623F634143657274696669636174653F626173653F6F626A656374436C6173733D63657274696669636174696F6E417574686F72697479303D0603551D1104363034A01F06092B0601040182371901A01204101EFCBD2FE036654EB21B09DBB4E67D2F8211444330312E6461726B7A65726F2E687462304F06092B060104018237190204423040A03E060A2B060104018237190201A030042E532D312D352D32312D323839393139353431302D313834383532343738332D313534373736383531352D31303030300D06092A864886F70D01010B0500038202010006FE22C2DFE2D52C7B8A13DACD6DCE6321D1BC15FA58CAC8ECE8E6054BC105955396EE4C4FC687EA6B718A7A904E49C15497C95C55CB7AA96FE11902C7029056673F36AC17534A6C5FF23EDBB06674E63F7233AF4AB01D343A6F3D9D8A148AB49FD43CC44140E9884248BBF4B5A70A219448A15DC1248E4A740471FF7F16ED4E507A75D51831A8C060691864F5B91F715EE9C9AF9FE0FA47D8846553F8B0DB5FFC5D8899734B658977F7DE3C2A7291A6FB8C14F4F88369D0B85087803C31704300E6EC4BA29617BCF2C638036ED47100A9FE2480535B95008773232C18B18C88C0C3AC0A549537027465151AF381A44DC652E94897D9B64891D484C8D03846A8C42EA12F9E4B2B02438145182BB2A5E65954A85A1760D9F4495355645CF733A15D28BF2CEDBB1FEB392C140767D1DDE998366DE096207D348AB370310D520D066665944FB33F8813CE075687DE55B2071FDB37B12E67759C7C50010BF84E940D644F203FA247E3F991BF388B6DD369CB2506BC496309809564CF267B210BDF29E6351867D9DC7F4336AE4DFDDE1A0FB8E576209BB64A17A2D3BD64D5BAD02A28B4C52A27165283F121E5C215826DE84C082A0A71E1E0DFA8B45B2E0ECD2447272D86685502D25A8D8DD2C090E00A6DFE4BE73A399C04B383DE5813EFA04458915D202F0D41B2679135E75318C9787E806F8FC38322211EEBF357B108EAA41685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REASON_OCSP_RESPONSE_RETRIEVAL_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601-01-01T00:00:00.000000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601-01-01T00:00:00.000000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T22:30:41.785825Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.darkzero.htb,Service Control Manager,System,5437,4,,,,,,,,,,,,57006100610053004D0065006400690063005300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WaaSMedicSvc,,,stopped,,,,,,,,,,,,,,
2026-05-20T22:30:44.724779Z,1801,DC01.darkzero.htb,Microsoft-Windows-TPM-WMI,System,5438,2,,,,,,,,,,,,,,,,,,,,Under Observation - More Data Needed,51f0e0d6d9ed83ba27eb30a3d0aca1a4a617af8949a40a02264f44a170c89f03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BaseBoardManufacturer:Intel Corporation;FirmwareManufacturer:VMware, Inc.;FirmwareVersion:VMW201.00V.21805430.B64.2305221830;OEMModelNumber:VMware20,1;OEMModelBaseBoard:440BX Desktop Reference Platform;OEMModelSystemFamily:;OEMManufacturerName:VMware, Inc.;OEMModelSKU:;OSArchitecture:amd64;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T22:30:48.857186Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.darkzero.htb,Service Control Manager,System,5439,4,,,,,,,,,,,,41007000700058005300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AppX Deployment Service (AppXSVC),,,stopped,,,,,,,,,,,,,,
2026-05-20T22:31:03.045085Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.darkzero.htb,Service Control Manager,System,5440,4,,,,,,,,,,,,4E0065007400530065007400750070005300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network Setup Service,,,stopped,,,,,,,,,,,,,,
2026-05-20T22:31:48.844755Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.darkzero.htb,Service Control Manager,System,5441,4,,,,,,,,,,,,530074006100740065005200650070006F007300690074006F00720079002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Repository Service,,,stopped,,,,,,,,,,,,,,
2026-05-20T22:33:23.685640Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.darkzero.htb,Service Control Manager,System,5442,4,,,,,,,,,,,,57006100610053004D0065006400690063005300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WaaSMedicSvc,,,running,,,,,,,,,,,,,,
2026-05-20T22:33:24.083228Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.darkzero.htb,Service Control Manager,System,5443,4,,,,,,,,,,,,7300700070007300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software Protection,,,running,,,,,,,,,,,,,,
2026-05-20T22:33:24.671049Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.darkzero.htb,Service Control Manager,System,5444,4,,,,,,,,,,,,530074006100740065005200650070006F007300690074006F00720079002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Repository Service,,,running,,,,,,,,,,,,,,
2026-05-20T22:33:24.716447Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.darkzero.htb,Service Control Manager,System,5445,4,,,,,,,,,,,,41007000700058005300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AppX Deployment Service (AppXSVC),,,running,,,,,,,,,,,,,,
2026-05-20T22:33:58.059579Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.darkzero.htb,Service Control Manager,System,5446,4,,,,,,,,,,,,7300700070007300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software Protection,,,stopped,,,,,,,,,,,,,,
2026-05-20T22:34:24.150026Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.darkzero.htb,Service Control Manager,System,5447,4,,,,,,,,,,,,57006100610053004D0065006400690063005300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WaaSMedicSvc,,,stopped,,,,,,,,,,,,,,
2026-05-20T22:34:24.748546Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.darkzero.htb,Service Control Manager,System,5448,4,,,,,,,,,,,,530074006100740065005200650070006F007300690074006F00720079002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Repository Service,,,stopped,,,,,,,,,,,,,,
2026-05-20T22:35:45.730498Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.darkzero.htb,Service Control Manager,System,5449,4,,,,,,,,,,,,520065006D006F0074006500520065006700690073007400720079002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RemoteRegistry,,,stopped,,,,,,,,,,,,,,
2026-05-20T22:37:42.883325Z,"{'#attributes': {'Qualifiers': 0}, '#text': 6038}",DC01.darkzero.htb,LsaSrv,System,5450,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T22:38:28.066675Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",DC01.darkzero.htb,Service Control Manager,System,5451,4,,,,,,,,,,,,41007000700058005300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AppX Deployment Service (AppXSVC),,,stopped,,,,,,,,,,,,,,
